,A,B,C,D
1362,1,0,1,1
1363,0,0,1,1
1364,1,0,0,1
1365,0,1,0,1
1366,1,1,0,1
1367,0,0,1,1
1368,0,1,1,0
1369,1,0,0,1
1370,1,0,1,1
1371,1,1,0,1
1372,0,0,0,1
1373,1,0,1,1
1374,1,1,0,1
1375,0,1,1,1
1376,1,1,0,0
1377,0,1,1,0
1378,1,1,0,1
1379,1,1,0,1
1380,0,1,0,1
1381,1,1,0,0
1382,0,0,0,1
1383,0,0,0,0
1384,0,0,0,1
1385,1,1,0,1
1386,0,1,0,0
1387,0,0,0,1
1388,1,0,1,1
1389,0,1,0,0
1390,1,0,1,1
1391,0,1,0,1
1392,0,0,1,1
1393,0,0,1,1
1394,1,0,0,1
1395,1,0,0,1
1396,1,1,0,0
1397,0,0,0,1
1398,1,0,0,0
1399,1,1,0,1
1400,0,1,0,0
1401,1,1,0,1
1402,1,1,0,0
1403,1,1,0,1
1404,0,0,1,1
1405,0,0,1,1
1406,1,0,1,1
1407,1,1,1,1
1408,1,0,0,1
1409,1,1,1,1
1410,1,1,1,1
1411,1,0,0,1
1412,1,0,0,1
1413,1,1,1,1
1414,1,1,1,1
1415,1,0,0,1
1416,1,0,0,1
1417,1,1,1,1
1418,1,0,0,1
1419,1,0,0,1
1420,0,1,0,0
1421,1,1,1,1
1422,0,0,1,1
1423,1,1,1,1
1424,0,1,1,1
1425,1,0,1,1
1426,1,1,1,1
1427,0,1,0,0
1428,1,0,1,1
1429,1,0,1,1
1430,0,0,0,1
1431,0,1,1,1
1432,1,0,1,1
1433,1,1,0,1
1434,0,1,0,0
1435,0,0,1,1
1436,0,1,1,1
1437,1,0,1,1
1438,0,0,0,0
1439,1,0,0,1
1440,1,0,0,1
1441,0,1,1,1
1442,0,1,0,0
1443,0,1,0,0
1444,0,0,0,1
1445,0,1,0,0
1446,1,1,0,0
1447,0,1,1,1
1448,1,0,0,0
1449,0,1,1,1
1450,1,1,1,1
1451,1,0,1,1
1452,1,0,1,1
1453,0,1,0,0
1454,0,0,0,1
1455,1,1,0,1
1456,0,1,0,0
1457,1,0,0,0
1458,1,1,1,1
1459,1,1,1,1
1460,0,0,1,0
1461,0,0,1,1
1462,1,0,1,1
1463,1,0,0,1
1464,1,1,1,1
1465,0,1,1,1
1466,0,0,1,1
1467,1,0,1,1
1468,0,1,0,1
1469,1,0,1,1
1470,0,1,0,0
1471,0,1,0,0
1472,0,1,0,0
1473,0,0,1,1
1474,1,1,0,1
1475,0,0,1,1
1476,0,1,0,0
1477,0,1,1,1
1478,0,1,1,0
1479,0,1,1,1
1480,1,1,1,1
1481,1,0,1,1
1482,0,1,1,1
1483,1,0,0,1
1484,0,0,0,0
1485,1,1,1,1
1486,1,0,0,1
1487,1,0,1,1
1488,1,1,1,1
1489,1,1,1,1
1490,0,1,1,0
1491,1,1,1,1
1492,0,1,0,0
1493,1,0,0,1
1494,0,0,1,1
1495,0,1,0,0
1496,1,0,1,1
1497,0,1,0,0
1498,1,0,0,0
1499,0,0,1,1
1500,0,1,0,0
1501,1,1,0,0
1502,1,0,0,1
1503,1,0,1,1
1504,0,1,1,1
1505,1,1,1,1
1506,1,1,1,1
1507,0,1,1,1
1508,0,0,1,1
1509,1,0,1,1
1510,1,1,1,1
1511,0,1,1,0
1512,1,1,1,1
1513,1,0,0,1
1514,0,0,1,1
1515,0,0,0,1
1516,0,0,1,0
1517,1,1,1,1
1518,1,0,1,1
1519,1,0,0,1
1520,1,1,1,1
1521,0,1,1,1
1522,0,0,0,1
1523,0,1,0,0
1524,1,0,0,0
1525,0,0,0,1
1526,0,1,1,0
1527,1,1,0,1
1528,1,0,0,1
1529,1,0,1,1
1530,1,1,1,1
1531,0,0,0,1
1532,1,0,0,1
1533,1,1,1,1
1534,0,0,0,1
1535,1,1,0,1
1536,0,1,0,1
1537,0,0,0,0
1538,0,0,0,1
1539,0,0,1,1
1540,1,0,1,1
1541,0,1,0,1
1542,1,1,0,1
1543,0,0,1,1
1544,1,0,1,1
1545,0,1,0,0
1546,0,1,1,1
1547,1,0,1,1
1548,1,0,0,1
1549,0,0,1,1
1550,0,0,1,1
1551,0,0,0,1
1552,0,1,0,0
1553,0,0,1,1
1554,0,0,0,0
1555,1,0,0,1
1556,1,1,1,1
1557,1,1,1,1
1558,1,1,1,0
1559,0,0,1,1
1560,1,1,1,1
1561,0,1,0,1
1562,0,0,1,0
1563,1,0,0,0
1564,0,1,0,1
1565,1,1,0,1
1566,0,1,1,1
1567,0,1,0,0
1568,1,0,1,1
1569,0,1,1,0
1570,0,1,0,1
1571,0,1,0,0
1572,1,0,0,1
1573,1,0,0,0
1574,0,0,0,0
1575,0,1,1,1
1576,0,0,0,0
1577,1,0,1,1
1578,0,0,1,1
1579,1,0,0,1
1580,1,1,0,1
1581,0,0,1,1
1582,1,0,0,1
1583,1,1,1,1
1584,0,0,0,0
1585,1,0,1,1
1586,0,0,0,0
1587,1,0,0,1
1588,0,0,0,0
1589,1,0,1,1
1590,0,0,0,0
1591,1,0,0,1
1592,1,1,0,1
1593,0,1,0,1
1594,0,1,1,1
1595,1,1,1,1
1596,1,0,1,1
1597,1,1,0,1
1598,0,0,0,0
1599,1,1,0,1
1600,1,0,0,1
1601,0,1,0,0
1602,1,0,1,1
1603,1,0,1,1
1604,1,1,1,1
1605,1,0,0,1
1606,1,1,0,0
1607,1,1,1,1
1608,0,0,1,1
1609,1,1,1,0
1610,1,0,1,1
1611,1,0,0,1
1612,0,0,0,0
1613,1,0,0,1
1614,0,0,0,0
1615,0,0,1,1
1616,0,1,1,1
1617,1,0,1,1
1618,0,0,0,0
1619,1,0,0,1
1620,0,0,1,1
1621,1,1,1,1
1622,0,1,1,1
1623,1,0,0,1
1624,0,0,0,0
1625,1,0,1,1
1626,0,1,1,1
1627,1,1,0,1
1628,0,0,0,0
1629,0,1,0,1
1630,1,0,1,0
1631,1,1,0,1
1632,0,0,1,1
1633,1,1,1,1
1634,0,1,0,1
1635,1,0,0,1
1636,1,0,1,1
1637,0,1,0,1
1638,0,1,0,0
1639,1,1,0,1
1640,1,1,1,0
1641,1,1,1,1
1642,0,0,1,1
1643,1,1,0,0
1644,0,1,1,1
1645,0,1,0,0
1646,1,1,1,1
1647,1,1,0,1
1648,0,1,1,1
1649,0,0,0,0
1650,0,0,0,1
1651,0,1,1,1
1652,1,0,1,1
1653,0,1,1,0
1654,0,0,1,0
1655,0,1,1,1
1656,0,1,0,0
1657,0,1,1,0
1658,1,0,1,1
1659,1,1,1,1
1660,0,1,0,0
1661,1,1,0,0
1662,0,0,1,1
1663,0,0,1,1
1664,1,1,0,0
1665,1,0,1,0
1666,0,1,0,1
1667,0,0,1,1
1668,0,1,0,0
1669,1,1,0,1
1670,0,1,1,1
1671,1,0,1,1
1672,0,0,1,1
1673,1,1,1,1
1674,1,0,1,1
1675,0,1,1,1
1676,1,0,0,0
1677,0,1,1,1
1678,0,1,1,1
1679,0,0,1,1
1680,0,0,1,1
1681,1,0,1,1
1682,0,1,0,0
1683,0,1,0,1
1684,1,0,1,1
1685,0,1,0,0
1686,0,1,1,1
1687,0,1,0,1
1688,0,1,1,1
1689,1,0,0,1
1690,1,1,1,1
1691,1,1,1,1
1692,0,1,0,0
1693,0,1,1,1
1694,0,1,1,1
1695,0,0,0,1
1696,1,1,1,1
1697,0,0,1,1
1698,1,1,1,1
1699,0,1,0,0
1700,0,1,1,1
1701,1,0,1,1
1702,0,1,1,0
1703,0,1,1,1
1704,1,1,0,1
1705,1,1,0,1
1706,1,0,0,1
1707,0,1,1,1
1708,1,1,1,1
1709,1,0,0,0
1710,1,1,1,1
1711,0,0,1,1
1712,0,0,0,0
1713,1,1,1,1
1714,1,0,0,0
1715,1,0,1,1
1716,0,1,0,1
1717,1,0,0,0
1718,1,1,1,1
1719,0,1,1,1
1720,1,0,1,1
1721,1,1,1,1
1722,1,1,1,1
1723,0,0,0,1
1724,0,0,1,1
1725,1,0,0,1
1726,1,1,1,1
1727,1,1,1,1
1728,1,0,0,1
1729,0,1,0,0
1730,0,0,0,0
1731,0,1,0,0
1732,1,1,1,1
1733,0,0,1,1
1734,0,0,1,0
1735,0,0,1,1
1736,1,1,1,1
1737,1,0,1,1
1738,0,0,0,1
1739,0,0,0,0
1740,0,1,0,1
1741,1,0,1,1
1742,1,1,1,1
1743,1,1,0,0
1744,0,1,0,0
1745,0,0,0,0
1746,1,1,0,1
1747,1,0,1,1
1748,0,0,1,1
1749,1,0,1,1
1750,0,1,0,1
1751,1,1,1,1
1752,1,0,1,1
1753,0,1,1,1
1754,1,0,1,1
1755,1,1,0,0
1756,1,1,0,0
1757,0,1,0,0
1758,0,1,1,1
1759,1,0,0,1
1760,1,1,0,1
1761,1,1,1,1
1762,0,0,1,1
1763,1,0,1,1
1764,0,1,0,0
1765,0,1,1,1
1766,0,0,0,1
1767,0,0,1,1
1768,1,1,0,1
1769,1,0,0,0
1770,1,1,1,1
1771,1,0,1,1
1772,1,0,0,1
1773,0,1,0,0
1774,1,0,1,1
1775,1,0,1,1
1776,0,1,1,1
1777,0,0,1,1
1778,0,1,1,0
1779,1,0,1,1
1780,0,1,0,1
1781,0,0,1,1
1782,1,1,1,1
1783,1,0,0,0
1784,0,0,1,1
1785,0,1,1,1
1786,0,0,1,1
1787,1,1,0,1
1788,1,1,1,1
1789,1,1,1,1
1790,0,1,1,1
1791,1,0,1,1
1792,1,1,1,1
1793,1,1,0,0
1794,0,1,0,1
1795,0,1,0,0
1796,0,0,0,1
1797,1,0,1,1
1798,0,1,0,0
1799,1,1,1,1
1800,1,0,1,1
1801,1,1,0,1
1802,0,0,1,1
1803,0,0,1,1
1804,1,1,0,1
1805,0,1,1,1
1806,0,0,1,1
1807,0,1,0,0
1808,0,0,1,1
1809,0,0,1,1
1810,0,0,0,1
1811,1,0,1,0
1812,1,0,0,1
1813,1,1,0,1
1814,1,0,1,1
1815,1,1,0,1
1816,1,1,1,1
1817,1,0,0,1
1818,1,0,0,0
1819,0,1,0,0
1820,1,0,1,1
1821,0,1,0,0
1822,1,0,0,0
1823,0,1,1,1
1824,0,1,0,0
1825,1,1,1,1
1826,0,1,0,1
1827,1,0,1,1
1828,0,0,0,1
1829,1,1,1,1
1830,0,0,1,1
1831,0,1,0,0
1832,1,1,1,1
1833,0,0,1,1
1834,1,0,0,1
1835,1,1,0,0
1836,0,0,1,1
1837,0,0,1,1
1838,1,1,1,1
1839,1,0,1,1
1840,0,1,0,0
1841,1,0,1,1
1842,1,0,1,1
1843,0,1,1,1
1844,0,0,0,1
1845,0,0,1,1
1846,0,0,1,1
1847,0,1,0,1
1848,1,1,1,1
1849,1,1,0,1
1850,1,1,0,1
1851,0,0,0,1
1852,0,1,0,0
1853,1,0,0,1
1854,1,1,0,1
1855,1,0,1,1
1856,1,0,1,1
1857,1,1,1,1
1858,1,0,1,0
1859,0,0,1,1
1860,1,0,0,1
1861,1,1,0,1
1862,1,0,1,1
1863,1,1,1,0
1864,1,0,1,1
1865,1,0,1,1
1866,1,0,0,1
1867,0,1,0,1
1868,1,1,0,0
1869,0,1,1,0
1870,1,1,1,1
1871,0,1,1,1
1872,0,0,0,0
1873,0,0,0,0
1874,1,1,1,1
1875,1,1,1,1
1876,0,0,1,1
1877,0,1,1,0
1878,0,0,1,1
1879,0,1,1,1
1880,0,1,1,1
1881,0,0,0,0
1882,0,0,1,1
1883,1,1,1,1
1884,0,1,1,0
1885,1,0,0,1
1886,0,1,0,0
1887,1,0,0,0
1888,0,0,1,1
1889,1,1,1,1
1890,0,0,1,0
1891,0,1,0,1
1892,0,1,0,0
1893,1,1,1,1
1894,1,1,0,0
1895,1,1,0,1
1896,1,1,1,1
1897,0,1,0,1
1898,0,1,1,1
1899,1,1,1,1
1900,1,1,0,1
1901,0,1,1,1
1902,1,0,1,0
1903,0,1,1,1
1904,0,1,0,1
1905,1,0,0,0
1906,1,1,0,1
1907,1,0,1,1
1908,1,1,1,1
1909,1,0,1,1
1910,1,1,1,1
1911,1,0,0,1
1912,1,0,0,0
1913,1,1,0,0
1914,1,1,0,1
1915,1,1,1,1
1916,0,1,1,1
1917,1,1,0,1
1918,0,1,1,1
1919,0,1,1,1
1920,0,0,0,1
1921,0,0,1,1
1922,1,1,1,1
1923,1,1,0,1
1924,0,0,0,0
1925,1,1,0,1
1926,0,0,0,0
1927,1,0,0,0
1928,1,0,1,1
1929,1,0,0,1
1930,0,1,0,1
1931,1,1,0,1
1932,0,1,1,1
1933,1,1,0,0
1934,0,0,0,0
1935,0,1,0,1
1936,0,1,0,0
1937,0,1,0,1
1938,0,0,0,0
1939,1,0,1,1
1940,1,1,0,1
1941,1,0,0,1
1942,1,1,1,1
1943,1,1,0,1
1944,1,1,0,1
1945,1,0,1,1
1946,0,0,1,1
1947,0,1,0,0
1948,1,0,0,1
1949,0,0,1,1
1950,1,1,1,1
1951,1,1,1,1
1952,1,1,0,1
1953,1,0,0,1
1954,1,0,1,1
1955,0,1,1,1
1956,0,0,1,0
1957,0,1,0,1
1958,1,0,0,1
1959,0,0,1,1
1960,0,1,0,1
1961,0,0,1,1
1962,0,0,1,1
1963,1,0,1,1
1964,0,1,1,1
1965,1,0,0,1
1966,0,0,0,0
1967,0,1,0,1
1968,0,0,1,1
1969,1,1,1,1
1970,0,0,1,1
1971,0,0,0,1
1972,0,0,1,1
1973,1,1,1,1
1974,0,0,0,0
1975,0,1,0,1
1976,0,1,1,1
1977,0,0,1,1
1978,1,1,1,1
1979,1,0,1,1
1980,0,0,0,1
1981,0,1,1,0
1982,1,1,1,1
1983,1,1,1,1
1984,1,0,1,1
1985,1,0,0,1
1986,1,1,1,1
1987,0,1,0,0
1988,1,1,1,1
1989,0,1,1,0
1990,1,1,1,1
1991,1,1,1,1
1992,1,1,0,1
1993,0,0,1,1
1994,0,0,0,1
1995,0,1,1,1
1996,1,0,1,1
1997,0,0,0,0
1998,0,0,0,0
1999,1,0,0,0
2000,0,0,1,1
2001,1,1,1,1
2002,0,0,0,0
2003,1,0,1,1
2004,0,0,0,0
2005,0,1,1,1
2006,0,1,1,1
2007,1,1,1,1
2008,0,0,1,1
2009,0,0,0,1
2010,0,1,1,1
2011,1,1,0,1
2012,0,1,1,0
2013,1,0,1,1
2014,0,0,1,1
2015,0,0,1,1
2016,0,0,0,0
2017,1,1,0,1
2018,0,1,1,1
2019,0,1,1,1
2020,1,0,0,1
2021,0,0,1,0
2022,1,1,1,1
2023,0,0,1,1
2024,0,1,0,0
2025,0,0,1,1
2026,1,0,1,1
2027,1,0,1,1
2028,1,0,0,1
2029,0,1,1,1
2030,1,1,1,1
2031,1,0,1,1
2032,0,1,0,0
2033,0,0,0,0
2034,0,0,0,0
2035,1,1,0,1
2036,0,0,1,1
2037,0,0,0,0
2038,1,0,1,1
2039,0,1,0,1
2040,0,1,0,0
2041,1,0,1,1
2042,0,0,0,0
2043,0,0,1,1
2044,0,0,1,1
2045,1,1,1,1
2046,1,1,0,0
2047,1,1,0,1
2048,1,1,0,0
2049,0,1,0,1
2050,0,1,0,1
2051,1,1,1,1
2052,0,1,0,0
2053,1,0,0,1
2054,0,1,1,1
2055,1,1,1,1
2056,0,0,1,1
2057,0,0,0,1
2058,1,1,1,1
2059,1,1,1,1
2060,1,1,0,0
2061,0,0,0,0
2062,1,0,0,1
2063,1,0,1,1
2064,0,1,1,0
2065,0,0,1,1
2066,1,0,0,1
2067,0,1,1,1
2068,1,0,0,1
2069,0,0,1,1
2070,1,0,1,1
2071,1,1,1,1
2072,1,0,1,1
2073,0,0,0,0
2074,1,0,1,1
2075,0,0,0,0
2076,0,0,1,1
2077,0,0,1,1
2078,0,0,0,0
2079,0,0,1,1
2080,0,0,0,0
2081,1,1,0,1
2082,1,0,1,1
2083,0,0,0,0
2084,0,1,0,0
2085,0,0,1,1
2086,1,0,0,0
2087,1,1,1,1
2088,1,0,1,1
2089,1,1,0,0
2090,0,0,0,0
2091,0,0,1,1
2092,0,0,0,0
2093,0,0,1,1
2094,1,0,1,1
2095,1,1,0,1
2096,0,1,1,1
2097,0,1,0,1
2098,0,0,1,1
2099,1,0,1,1
2100,0,1,0,1
2101,0,1,1,1
2102,0,1,0,0
2103,1,1,0,1
2104,0,1,0,0
2105,0,1,0,1
2106,1,1,1,1
2107,0,1,0,1
2108,0,0,1,1
2109,0,1,1,1
2110,0,1,1,1
2111,0,1,0,0
2112,0,0,0,0
2113,1,1,1,1
2114,1,1,0,1
2115,0,1,0,0
2116,0,1,1,1
2117,0,0,0,1
2118,0,1,0,0
2119,1,1,1,1
2120,0,0,1,1
2121,1,1,1,1
2122,0,0,1,1
2123,1,0,1,1
2124,1,0,0,1
2125,0,1,0,0
2126,0,0,0,0
2127,0,0,1,1
2128,0,1,1,1
2129,0,1,0,1
2130,0,0,1,1
2131,1,0,0,0
2132,1,1,1,1
2133,0,0,0,1
2134,1,1,1,1
2135,1,0,1,1
2136,0,0,0,1
2137,0,1,0,1
2138,0,1,0,1
2139,1,1,1,1
2140,0,0,0,0
2141,0,0,0,1
2142,0,1,0,1
2143,1,0,0,1
2144,0,1,0,0
2145,1,0,1,1
2146,0,1,1,0
2147,1,0,1,1
2148,1,1,1,1
2149,0,0,1,1
2150,1,0,0,0
2151,1,0,0,1
2152,0,1,0,1
2153,0,1,0,1
2154,0,1,1,1
2155,0,0,1,1
2156,0,1,1,1
2157,0,1,0,1
2158,0,1,0,1
2159,1,0,1,1
2160,1,0,1,1
2161,1,0,0,0
2162,0,1,0,0
2163,1,0,0,0
2164,0,1,0,1
2165,1,0,0,1
2166,1,1,1,1
2167,1,0,0,1
2168,0,0,0,0
2169,1,1,1,1
2170,1,0,1,1
2171,1,0,1,1
2172,0,1,0,1
2173,1,0,0,0
2174,1,1,0,1
2175,1,0,0,1
2176,1,0,0,1
2177,1,0,1,1
2178,0,1,1,1
2179,1,0,1,1
2180,1,1,0,1
2181,1,0,0,1
2182,0,1,0,1
2183,0,1,1,1
2184,0,1,1,1
2185,0,0,0,0
2186,1,0,0,1
2187,1,0,1,1
2188,1,1,1,1
2189,0,0,1,0
2190,0,0,0,1
2191,1,1,0,1
2192,0,1,1,1
2193,0,1,0,0
2194,1,1,0,0
2195,0,1,1,1
2196,0,1,0,0
2197,1,0,0,1
2198,0,1,0,1
2199,0,1,1,1
2200,1,1,0,0
2201,0,0,1,1
2202,0,0,0,1
2203,0,0,1,1
2204,1,0,0,1
2205,0,1,0,1
2206,1,1,1,1
2207,0,1,0,0
2208,1,1,1,0
2209,1,1,0,1
2210,1,0,0,1
2211,0,0,0,0
2212,1,0,0,1
2213,1,1,1,1
2214,0,1,0,0
2215,0,1,0,1
2216,1,0,0,1
2217,1,1,1,1
2218,0,0,1,1
2219,0,0,1,1
2220,1,0,1,1
2221,0,1,0,0
2222,1,1,0,1
2223,1,0,1,1
2224,1,1,1,1
2225,1,0,1,1
2226,0,0,1,1
2227,0,1,0,1
2228,1,1,0,1
2229,0,0,1,1
2230,1,1,1,1
2231,1,1,0,0
2232,0,1,1,1
2233,0,0,0,0
2234,1,0,1,1
2235,1,0,0,1
2236,1,1,0,1
2237,1,0,0,1
2238,0,1,1,1
2239,0,1,0,0
2240,1,0,0,1
2241,0,0,1,1
2242,0,1,1,1
2243,1,1,1,1
2244,0,1,1,0
2245,0,0,0,0
2246,1,0,1,1
2247,1,0,0,0
2248,0,1,0,0
2249,0,0,1,1
2250,0,1,1,0
2251,0,1,0,1
2252,1,1,0,1
2253,0,0,1,1
2254,0,1,0,1
2255,1,0,0,1
2256,0,0,1,1
2257,1,0,1,1
2258,0,1,1,1
2259,0,0,0,1
2260,0,1,0,1
2261,1,1,1,1
2262,1,0,0,1
2263,1,1,0,1
2264,0,1,1,0
2265,0,0,1,1
2266,1,1,0,1
2267,0,0,1,1
2268,1,0,0,1
2269,0,1,1,1
2270,1,1,1,1
2271,0,1,1,1
2272,1,1,0,1
2273,0,1,0,1
2274,0,1,0,1
2275,1,0,0,1
2276,1,0,1,1
2277,0,1,1,0
2278,1,0,1,1
2279,0,0,1,1
2280,0,1,1,1
2281,1,1,0,1
2282,0,0,1,1
2283,0,1,0,0
2284,0,1,1,1
2285,1,0,0,1
2286,1,0,0,0
2287,0,1,1,1
2288,1,1,1,1
2289,1,1,0,1
2290,1,0,0,1
2291,0,0,1,0
2292,1,0,0,1
2293,1,0,0,1
2294,1,1,1,1
2295,1,0,1,1
2296,1,1,0,1
2297,0,0,0,1
2298,0,0,1,1
2299,1,1,0,1
2300,1,0,1,1
2301,0,1,1,0
2302,0,1,0,1
2303,0,0,1,1
2304,1,0,1,0
2305,0,0,0,1
2306,0,0,1,1
2307,1,0,1,1
2308,0,1,1,1
2309,1,0,0,1
2310,1,1,0,0
2311,1,0,0,1
2312,1,0,0,1
2313,1,1,1,1
2314,1,0,0,1
2315,0,0,0,1
2316,1,1,0,0
2317,0,1,1,1
2318,0,0,0,1
2319,1,0,1,1
2320,1,1,1,1
2321,0,0,0,1
2322,0,1,1,1
2323,1,0,1,1
2324,1,0,1,1
2325,1,1,1,1
2326,1,1,0,1
2327,0,1,1,1
2328,1,1,1,1
2329,1,1,0,0
2330,1,1,1,1
2331,0,1,1,1
2332,1,1,0,1
2333,0,0,0,1
2334,0,1,1,1
2335,1,0,0,1
2336,0,1,0,1
2337,0,0,0,1
2338,0,0,0,1
2339,0,0,1,1
2340,1,1,0,1
2341,0,1,1,1
2342,1,0,1,1
2343,0,1,0,1
2344,1,0,0,1
2345,0,0,0,1
2346,1,0,1,1
2347,1,0,0,0
2348,1,1,0,1
2349,0,0,1,1
2350,0,1,0,0
2351,0,1,0,0
2352,0,1,0,0
2353,1,0,1,1
2354,1,1,1,1
2355,0,0,0,0
2356,1,1,0,1
2357,1,1,1,1
2358,1,0,0,1
2359,0,0,1,1
2360,1,0,1,1
2361,1,1,1,1
2362,0,1,0,0
2363,0,0,0,0
2364,1,0,0,1
2365,1,0,1,1
2366,1,0,1,1
2367,1,1,1,1
2368,0,1,0,0
2369,1,0,0,1
2370,1,0,1,1
2371,1,0,1,1
2372,1,1,1,1
2373,0,1,1,1
2374,1,0,0,0
2375,1,1,1,1
2376,0,0,0,1
2377,0,1,1,1
2378,1,1,0,1
2379,1,0,1,1
2380,1,0,1,1
2381,0,0,1,1
2382,1,0,1,1
2383,0,1,0,0
2384,1,1,0,1
2385,0,0,0,0
2386,0,0,0,0
2387,1,0,1,1
2388,1,1,0,0
2389,1,0,1,1
2390,0,0,1,1
2391,0,1,0,0
2392,1,1,1,1
2393,0,1,0,0
2394,0,1,1,1
2395,1,0,0,1
2396,0,1,0,1
2397,1,0,0,0
2398,1,1,0,0
2399,0,0,1,1
2400,1,1,1,1
2401,0,0,1,1
2402,1,0,0,1
2403,0,1,0,0
2404,0,0,0,0
2405,1,1,0,0
2406,0,1,1,1
2407,1,1,0,1
2408,0,0,0,0
2409,1,0,1,1
2410,0,0,1,1
2411,0,0,1,1
2412,1,1,1,1
2413,1,0,0,1
2414,1,0,0,1
2415,0,0,1,1
2416,0,0,0,0
2417,1,0,1,1
2418,1,0,0,1
2419,0,1,0,1
2420,0,0,1,1
2421,1,0,0,1
2422,0,1,1,0
2423,0,0,0,0
2424,1,1,1,1
2425,0,1,1,1
2426,1,1,1,1
2427,0,1,1,0
2428,1,0,0,1
2429,0,1,1,1
2430,1,0,1,1
2431,1,1,1,1
2432,0,0,1,1
2433,1,0,0,1
2434,1,0,1,1
2435,1,0,1,1
2436,1,1,1,1
2437,1,0,0,1
2438,1,1,0,1
2439,0,0,0,1
2440,1,0,1,1
2441,0,0,0,1
2442,1,1,1,1
2443,1,1,0,0
2444,1,0,1,1
2445,1,0,0,1
2446,1,0,0,1
2447,1,0,1,1
2448,1,1,1,1
2449,0,0,0,0
2450,0,0,0,0
2451,1,1,1,1
2452,0,1,1,0
2453,0,1,0,0
2454,0,1,1,1
2455,0,1,1,1
2456,0,0,1,1
2457,0,0,0,0
2458,0,1,0,0
2459,1,1,1,1
2460,1,1,0,1
2461,1,1,0,1
2462,0,0,0,1
2463,0,1,0,1
2464,1,0,1,1
2465,1,1,1,1
2466,1,0,1,1
2467,0,1,0,0
2468,0,1,0,1
2469,0,1,0,0
2470,0,0,1,1
2471,0,1,0,1
2472,0,1,0,1
2473,0,0,0,1
2474,1,0,1,1
2475,0,0,0,1
2476,0,1,1,0
2477,0,0,0,1
2478,1,0,0,1
2479,1,1,1,1
2480,0,0,1,1
2481,1,1,1,1
2482,0,1,0,1
2483,0,0,0,0
2484,1,0,0,0
2485,1,1,0,1
2486,1,0,0,1
2487,0,1,0,1
2488,0,0,1,1
2489,1,1,1,0
2490,0,1,1,1
2491,0,0,1,1
2492,1,0,1,1
2493,0,1,0,0
2494,0,0,1,1
2495,0,1,1,1
2496,1,0,0,1
2497,0,0,1,1
2498,1,0,0,0
2499,1,1,1,1
2500,0,0,0,1
2501,0,0,0,0
2502,0,0,1,1
2503,1,1,1,1
2504,1,1,0,0
2505,1,1,0,0
2506,1,1,1,1
2507,1,0,0,1
2508,0,1,0,1
2509,1,1,0,1
2510,1,0,1,1
2511,0,0,0,0
2512,0,0,1,1
2513,0,0,1,1
2514,0,1,0,0
2515,0,1,1,1
2516,1,1,1,1
2517,0,1,1,1
2518,1,1,1,1
2519,1,0,1,1
2520,0,1,0,1
2521,1,1,0,0
2522,0,1,0,0
2523,0,1,1,0
2524,1,0,1,1
2525,1,1,1,1
2526,1,1,0,0
2527,1,0,1,1
2528,0,0,1,0
2529,0,1,0,1
2530,1,0,0,1
2531,1,0,1,1
2532,0,1,1,1
2533,1,0,1,1
2534,0,0,0,0
2535,1,1,1,1
2536,0,1,1,1
2537,0,1,1,0
2538,0,1,1,1
2539,0,1,0,1
2540,1,1,0,0
2541,0,0,0,1
2542,0,0,0,0
2543,1,1,0,1
2544,0,1,0,0
2545,0,0,1,1
2546,0,1,0,1
2547,0,1,0,1
2548,1,1,0,1
2549,1,0,0,1
2550,1,1,0,1
2551,1,0,1,1
2552,0,1,1,1
2553,1,0,1,1
2554,0,1,0,0
2555,0,1,0,0
2556,0,1,0,0
2557,1,1,1,1
2558,1,0,1,1
2559,0,1,1,1
2560,0,0,1,0
2561,0,0,0,0
2562,0,0,1,1
2563,1,0,1,1
2564,1,1,0,1
2565,1,0,1,1
2566,0,1,1,0
2567,1,1,1,1
2568,0,1,1,1
2569,1,0,1,1
2570,1,0,0,1
2571,0,1,1,1
2572,0,0,0,0
2573,1,1,0,1
2574,0,1,1,1
2575,1,0,0,1
2576,1,0,0,1
2577,0,1,1,1
2578,0,1,1,1
2579,1,1,0,0
2580,0,1,0,0
2581,0,0,1,1
2582,0,0,1,1
2583,1,1,0,1
2584,0,1,1,1
2585,1,0,0,1
2586,0,0,0,0
2587,0,0,0,1
2588,1,0,1,1
2589,1,1,1,1
2590,0,0,1,1
2591,0,0,0,0
2592,0,1,1,1
2593,0,0,1,1
2594,0,0,0,0
2595,1,1,1,1
2596,1,1,1,1
2597,0,0,0,0
2598,1,1,1,1
2599,1,1,1,1
2600,1,1,0,0
2601,1,1,0,1
2602,0,0,0,1
2603,0,1,0,1
2604,1,0,0,1
2605,0,1,0,1
2606,1,1,1,1
2607,0,0,0,0
2608,1,0,1,1
2609,1,0,1,1
2610,1,1,1,1
2611,1,0,0,0
2612,1,0,0,0
2613,0,0,0,0
2614,0,1,0,0
2615,1,0,0,0
2616,1,1,1,1
2617,1,1,1,1
2618,0,1,0,1
2619,0,1,1,1
2620,1,1,0,0
2621,0,0,0,0
2622,0,0,1,1
2623,1,0,0,0
2624,0,0,1,1
2625,0,0,1,1
2626,0,1,0,0
2627,0,1,1,1
2628,0,1,1,1
2629,0,0,0,0
2630,0,0,0,0
2631,0,0,0,0
2632,1,1,1,1
